workflow,url,gold_answer,n_workers_total,n_attempts_total,n_repeated_worker_votes,n_conflicted_workers,n_valid_votes,n_correct,n_incorrect,correct_share,incorrect_share,repeat_worker_share,conflict_worker_share,yes_count,yes_share,no_count,no_share,not_working_count,not_working_share,eligible_by_n,is_difficult,is_ambiguous,is_conflicted_repeats,flag
REGION_MARKUP,https://td-detal.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://tdarmada.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://texkom.ru,yes,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,1,0.25,3,0.75,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://tion.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://tkani-na-postel.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://u-wave.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://urus.top,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://utepliteli-77.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://warm-west.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://wookah-store.ru,yes,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,1,0.25,2,0.5,1,0.25,True,True,False,False,difficult
REGION_MARKUP,https://zapitai.ru,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://евромакс.рф,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,0,0.0,1,0.25,3,0.75,True,True,False,False,difficult
REGION_MARKUP,https://кристаллит.рф,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://мифон.рф,yes,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,1,0.25,3,0.75,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://мягкие-лапки.рф,no,4,4,0,0,4,1,3,0.25,0.75,0.0,0.0,3,0.75,1,0.25,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://davitamebel.ru,no,7,7,0,0,7,2,5,0.2857142857142857,0.7142857142857143,0.0,0.0,4,0.5714285714285714,2,0.2857142857142857,1,0.14285714285714285,True,True,False,False,difficult
REGION_MARKUP,https://myplantoys.ru,no,6,6,0,0,6,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,4,0.6666666666666666,2,0.3333333333333333,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://profnastill.com,no,6,6,0,0,6,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,4,0.6666666666666666,2,0.3333333333333333,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://rsmebel.ru,no,6,6,0,0,6,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,4,0.6666666666666666,2,0.3333333333333333,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://skytruck.ru,yes,6,6,0,0,6,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://tovarsssr.ru,no,6,6,0,0,6,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,4,0.6666666666666666,2,0.3333333333333333,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://эра-тепла.рф,no,6,6,0,0,6,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,1,0.16666666666666666,2,0.3333333333333333,3,0.5,True,True,False,False,difficult
REGION_MARKUP,https://batareika-nn.ru,no,5,5,0,0,5,2,3,0.4,0.6,0.0,0.0,3,0.6,2,0.4,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://dilikat.ru,no,5,5,0,0,5,2,3,0.4,0.6,0.0,0.0,3,0.6,2,0.4,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://eurotac.ru,no,5,5,0,0,5,2,3,0.4,0.6,0.0,0.0,3,0.6,2,0.4,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://pnd27.ru,no,5,5,0,0,5,2,3,0.4,0.6,0.0,0.0,3,0.6,2,0.4,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://ufa-si.ru,no,5,5,0,0,5,2,3,0.4,0.6,0.0,0.0,0,0.0,2,0.4,3,0.6,True,True,False,False,difficult
REGION_MARKUP,https://uralchugun.ru,no,5,5,0,0,5,2,3,0.4,0.6,0.0,0.0,3,0.6,2,0.4,0,0.0,True,True,False,False,difficult
REGION_MARKUP,https://4hous.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://akbauto.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://aquaross.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,False,False,False,False,ok
REGION_MARKUP,https://aroma-sivirina.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://arsgrupp.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://arteg.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://atlanta-service.ru,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://aversa-sibir.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://biggreenegg-russia.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://brodeks.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://ck-textil.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://crazybong.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://darkerdesign.store,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://decores-flores.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://detal-no.ru,yes,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://detalmarket.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://detskie-tovary.com,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://dom4x4.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://domlin174.ru,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,3,1.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://dompivovar.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://dr-vranjes.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://drivent.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://dsmpro.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://dysshop.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://edg-parts.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://formaltrend.kg,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://foto-man.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://foxmoto.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://fysiotech.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://germo-s.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://getonfit.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,False,False,False,False,ok
REGION_MARKUP,https://glacier.su,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://glassspace.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://happythings-spb.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://hellodistiller.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://hiperlights.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://hochudaryu.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://home-grad.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://htpc-home.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://iceheat.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://ifarm.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,False,False,False,False,ok
REGION_MARKUP,https://ikley.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://intels.net,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://interlink-russia.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://ivtkani.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://junior-35.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://karavan-opt.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://km-loft.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://knsgrad.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://kotel-zhitomir.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://krs181.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://kukmarashop.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://legrand2.ru,yes,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,3,1.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://lepideco.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://machete93.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://mebel-ekaterinburg.com,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://mebel51.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://medi-salon.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://midas-mebel.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://milou.moscow,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://mir43.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://mosengcompany.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://musko.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://myshop-6589-46.myinsales.ru,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://myshop-bmq839.myinsales.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://myshop-bqe242.myinsales.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://north-face.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://opteltreco.ru,yes,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,3,1.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://or-mag.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://orel-shop.ru,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://orelshina.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://osetr.com,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://perimetr48.com,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://power-screen.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://prime-wood.ru,yes,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,3,1.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://printproduction.ru,yes,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://procosmos.store,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://profsnabvl.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://puhovik.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://punchywear.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://purepushkina.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://retrika-shop.ru,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://revillise.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://romand-store.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://rosstalmsk.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://rostokforflowers.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://rwl.ru,yes,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,3,1.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://sad-deco.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://sad-rotang.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://salamandra-co.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://salut-express.com,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://sev-koshelek.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://slonparket.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://st-luce-magazin.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://strelok-rus.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://svet-crystal.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://szgbi.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://tabakoffzakaz.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,False,False,False,False,ok
REGION_MARKUP,https://takelazh-lift.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://tapki.su,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://timo-russia.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://trassa.shop,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://tst-ur.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://tverdotop.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://unite-clinic-shop.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://ural-cont.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://urn48.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://vce-o-printere.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,False,False,False,False,ok
REGION_MARKUP,https://viktoria-torg.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://vitadream.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://vts63.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://vzgko.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://xc-elitesports.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://youforia-jewelry.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://z-son.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://zamki-ruchki-dveri.ru,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://zhenskoe-belye.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://zlatpitomnik.ru,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://белоеяблоко.рф,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://бизнесменю72.рф,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,0,0.0,0,0.0,3,1.0,False,False,False,False,ok
REGION_MARKUP,https://красклимат.рф,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://кремень31.рф,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://мастер-опт.рф,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://матрасовъ.рф,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://миргайтанов.рф,no,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://мирмото.рф,not_working,3,3,0,0,3,0,3,0.0,1.0,0.0,0.0,3,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://1000cues.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,2,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://1000kam.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,2,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://1000snastey.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,2,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://1001uzor.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,2,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://100specoff.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,0,0.0,0,0.0,2,1.0,False,False,False,False,ok
REGION_MARKUP,https://123pli.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,0,0.0,0,0.0,2,1.0,False,False,False,False,ok
REGION_MARKUP,https://124gsm.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,2,1.0,0,0.0,0,0.0,False,False,False,False,ok
REGION_MARKUP,https://12месяцев-подарки.рф,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,0,0.0,0,0.0,2,1.0,False,False,False,False,ok
REGION_MARKUP,https://19gsm.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,0,0.0,0,0.0,2,1.0,False,False,False,False,ok
REGION_MARKUP,https://2104545.ru,no,2,2,0,0,2,0,2,0.0,1.0,0.0,0.0,1,0.5,0,0.0,1,0.5,False,False,False,False,ok
