workflow,url,gold_answer,worker_id,attempt_count,unique_answers_count,answers_seen,correctness_seen,resolved_worker_answer,resolved_is_correct,is_worker_conflict
REGION_MARKUP,https://1000snastey.ru,no,24918ba4-d2dd-4801-9d46-d90a3a4a7c63,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1000snastey.ru,no,a0fef29e-08d5-4a42-b1d6-771b015f0728,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1000грядок.рф,yes,b1819399-3318-45a0-8f5c-c878ba86a546,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1001dress.ru,not_working,2d6ff99b-5acd-4d45-bc5a-3b97370ae3c6,1,1,no,false,no,False,False
REGION_MARKUP,https://1001mat.ru,yes,9b0278b7-0921-44fb-bf89-7da409eeb0ea,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1001mat.ru,yes,ec0689aa-1838-4a99-b3c9-ef00c3e78d7c,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1001prof.ru,yes,65e2711c-a19e-40c9-ac31-def66b101dcd,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1001prof.ru,yes,7cfeebe7-602e-4cb7-bf8c-54aacd37bd99,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1001prof.ru,yes,98066412-15f1-41b6-9f4b-e6676d01d143,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1001shina.ru,no,d9b038ce-31d3-4515-ae3b-a09b74e9b820,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1001uzor.ru,no,12d1b9ae-b0f5-4878-ba20-5152ebc43c0c,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1001uzor.ru,no,ae8e4601-7631-4a58-99e6-4f0bbb3f3f4c,1,1,yes,false,yes,False,False
REGION_MARKUP,https://100gadgets.ru,yes,5390950e-ba7e-40a1-835a-7944520cd1d3,1,1,yes,true,yes,True,False
REGION_MARKUP,https://100gadgets.ru,yes,d31f1098-a13d-4c52-9a15-5a1446a782c5,1,1,yes,true,yes,True,False
REGION_MARKUP,https://100knitki.ru,no,e0fb7a16-2b79-48bf-8682-ea0d235750df,1,1,no,true,no,True,False
REGION_MARKUP,https://100knitki.ru,no,ebbdf9db-6326-4232-b3c7-d5820ff7b122,1,1,no,true,no,True,False
REGION_MARKUP,https://100koles.ru,no,3b9afff5-67f5-429b-890d-665406fb2299,1,1,no,true,no,True,False
REGION_MARKUP,https://100meshkov.ru,no,4be3b222-c5ba-430a-aa28-71c0dc015771,1,1,no,true,no,True,False
REGION_MARKUP,https://100meshkov.ru,no,99cb2e6e-82ce-46f8-8cf4-dd0a1800b412,1,1,no,true,no,True,False
REGION_MARKUP,https://100salutov-opt.ru,no,21c5ceb1-6909-4f0e-ae50-c722bb946092,1,1,no,true,no,True,False
REGION_MARKUP,https://100salutov-opt.ru,no,78441a04-5bb4-497b-9dfb-bfb2a03451e8,1,1,no,true,no,True,False
REGION_MARKUP,https://100specoff.ru,no,6f3869b1-925d-449c-a08e-938844737c9c,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://100specoff.ru,no,9aedfa5e-1d9b-419b-9951-4afa87c4ce9d,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://101-rose.ru,no,670b006f-6dee-429b-887d-44ccecac7dcf,1,1,no,true,no,True,False
REGION_MARKUP,https://101-rose.ru,no,724fe5db-8100-49e5-9c81-fc144bd1056c,1,1,no,true,no,True,False
REGION_MARKUP,https://101-rose.ru,no,9209f471-48d0-4f5c-9066-19235b5aa718,1,1,no,true,no,True,False
REGION_MARKUP,https://101-rose.ru,no,e93b20b9-40ac-4f05-aba5-2047e68dd305,1,1,no,true,no,True,False
REGION_MARKUP,https://101koliaska.ru,yes,168ba11f-95a0-4831-923c-adffa9344f98,1,1,yes,true,yes,True,False
REGION_MARKUP,https://101koliaska.ru,yes,6fb45fc6-cdc0-4d1a-b228-e742c5a3ce12,1,1,yes,true,yes,True,False
REGION_MARKUP,https://10rubley.ru,yes,03e2dad9-f0a6-43cf-b856-6d7723af8d3e,1,1,yes,true,yes,True,False
REGION_MARKUP,https://10rubley.ru,yes,a03401b2-b276-44d4-9e50-334ac71e4756,1,1,yes,true,yes,True,False
REGION_MARKUP,https://11-0.ru,no,12aca90e-df9e-4859-bd4b-cbc40c8ef483,1,1,no,true,no,True,False
REGION_MARKUP,https://11-0.ru,no,43da6c31-fe5f-4404-85ed-47b676b31af6,1,1,no,true,no,True,False
REGION_MARKUP,https://112маркет.рф,no,290b68ac-2cac-4c5f-ac1a-64c458cf9e01,1,1,no,true,no,True,False
REGION_MARKUP,https://112маркет.рф,no,2e09dded-4aa9-49e7-86d2-aa4f1e4eb99e,1,1,no,true,no,True,False
REGION_MARKUP,https://120w.ru,yes,a76804e7-de8f-4f6c-983a-704d2f590997,1,1,yes,true,yes,True,False
REGION_MARKUP,https://123eniks.ru,no,b2ba8f07-fcf7-4f77-987e-7a22d239b447,1,1,no,true,no,True,False
REGION_MARKUP,https://123pli.ru,no,3a4aae55-7ea2-4ca2-93ba-fd08e2c57899,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://123pli.ru,no,a208bf4d-4347-463d-989f-fefc6c66e365,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://124gsm.ru,no,45cef04f-b7b3-4bac-9283-57e347743519,1,1,yes,false,yes,False,False
REGION_MARKUP,https://124gsm.ru,no,5e28efeb-9885-4348-8926-1cf55d247fcf,1,1,yes,false,yes,False,False
REGION_MARKUP,https://12vi.ru,yes,3ca9145a-b233-48ed-8f06-51b72eceddab,1,1,yes,true,yes,True,False
REGION_MARKUP,https://12volt.store,yes,7f5ce3c1-8c85-4a1e-ab15-e5ff54e62fc6,1,1,yes,true,yes,True,False
REGION_MARKUP,https://12месяцев-подарки.рф,no,861b84d2-34cf-4521-9b68-d5a4bf1492b3,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://12месяцев-подарки.рф,no,de1de8d4-882d-49ee-9169-b121ae2333a5,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://155gsm.ru,yes,15f9e701-d38b-44b0-885c-dfbcedf3f669,1,1,yes,true,yes,True,False
REGION_MARKUP,https://155gsm.ru,yes,817d37e1-9ac9-4fe4-9624-71e24b4fbc8c,1,1,yes,true,yes,True,False
REGION_MARKUP,https://155gsm.ru,yes,dc6f0bfd-7676-4456-ab77-38922260f55d,1,1,yes,true,yes,True,False
REGION_MARKUP,https://15den.ru,no,bc16575e-5237-43e1-8ee0-1d85ec226476,1,1,yes,false,yes,False,False
REGION_MARKUP,https://161shina.ru,yes,c1c8a5ee-10f6-459a-b8d5-511521645cbb,1,1,yes,true,yes,True,False
REGION_MARKUP,https://161shina.ru,yes,f46797ca-1ff9-4267-b8f5-eddb9a54d7b5,1,1,no,false,no,False,False
REGION_MARKUP,https://163ra.ru,yes,8538f078-ce06-4872-a3fd-44b35d260ab9,1,1,yes,true,yes,True,False
REGION_MARKUP,https://163ra.ru,yes,b7c5aacc-b2c5-453a-9dad-e6615ed64625,1,1,yes,true,yes,True,False
REGION_MARKUP,https://163ra.ru,yes,ee1d533f-a953-44ab-84b4-a45428f2e60e,1,1,no,false,no,False,False
REGION_MARKUP,https://169.ru,yes,012829cd-ab3a-4d8a-8d1c-cda2145cf8de,1,1,yes,true,yes,True,False
REGION_MARKUP,https://169.ru,yes,c45b809b-4966-4628-91b8-a803cd3927c3,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1885wl.ru,no,8882961a-0946-4e18-a344-38bbee1fc076,1,1,no,true,no,True,False
REGION_MARKUP,https://1885wl.ru,no,c80c4459-3d7c-4fb8-ac06-9abefbea5275,1,1,no,true,no,True,False
REGION_MARKUP,https://18plus-sochi.ru,no,a355b5fd-e2d5-4210-ae31-3d3b15a9f496,1,1,no,true,no,True,False
REGION_MARKUP,https://18plus-sochi.ru,no,a9ed56ab-974a-4f51-9e8b-d4439ff722a9,1,1,no,true,no,True,False
REGION_MARKUP,https://1917design.ru,yes,e205297d-68c2-4d1a-b263-45fa76a42a4b,1,1,yes,true,yes,True,False
REGION_MARKUP,https://19gsm.ru,no,30e02d42-402e-40a3-b779-f82e65cbcabf,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://19gsm.ru,no,a03401b2-b276-44d4-9e50-334ac71e4756,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://1acom.ru,no,961c5c27-f42f-4e0c-b131-867d5e7e0688,1,1,no,true,no,True,False
REGION_MARKUP,https://1acom.ru,no,f0a03c05-145d-434a-8b6c-b4a820e0e8da,1,1,no,true,no,True,False
REGION_MARKUP,https://1am.su,no,fdc55954-ddcf-4446-b2ae-a3faa31a435e,1,1,no,true,no,True,False
REGION_MARKUP,https://1coffee.ru,yes,a74b383d-4d40-4336-8e5f-76328a0f835a,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1coffee.ru,yes,bf73be56-2e4d-4523-9509-cb94d9f3ad18,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1cvetmzk.ru,no,6de292ac-bba4-4e08-ab69-5319a33ec0d2,1,1,no,true,no,True,False
REGION_MARKUP,https://1cvettomsk.ru,no,a4206b2a-7445-4273-987d-4b4ca72a84f5,1,1,no,true,no,True,False
REGION_MARKUP,https://1gen.ru,yes,2258939e-adcf-4c86-8333-7b638351f2c2,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1gen.ru,yes,b5cd6999-da52-4f75-ad06-1f707f830f8e,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1gen.ru,yes,cc289027-2dc2-48f4-9e4e-586e58282590,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1gk-gaz.ru,no,dd1309ac-306f-4745-916c-a54afbf2ef75,1,1,no,true,no,True,False
REGION_MARKUP,https://1klac.ru,yes,eeb96041-6d8f-45db-b9d6-7e34c67b9680,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1klac.ru,yes,f2b5b574-fc36-46c1-9384-47272a1f5743,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1kshop.ru,no,3bd1f520-4195-4caa-90a5-fa82b2d9eea3,1,1,no,true,no,True,False
REGION_MARKUP,https://1kshop.ru,no,7320e4ca-d4e2-4732-97d8-7731ad3697da,1,1,no,true,no,True,False
REGION_MARKUP,https://1manufactura.ru,yes,98d9c6dc-28c0-422d-b182-f397991cba9c,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1metallobaza.ru,no,39aa62be-2e3c-4b8d-bc6f-bad887433534,1,1,no,true,no,True,False
REGION_MARKUP,https://1metallobaza.ru,no,5d150c2e-2bfd-4c86-983b-e87fb9af24fa,1,1,no,true,no,True,False
REGION_MARKUP,https://1mikron.ru,no,6be74c18-0a78-4388-ad1f-997dff30c0c6,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1officecomp.ru,yes,97c2bcfe-11d6-4488-894c-613ad14fa9a8,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1officecomp.ru,yes,e29d2532-4b7b-4087-8598-f472b83c49fd,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1pad.ru,yes,20cb3c96-23d5-493d-b51d-bdd05c8f26a2,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1pad.ru,yes,4edd52f0-748d-4337-b705-5ae0d021c21c,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1pad.ru,yes,727ddc6a-49d7-44a8-8ff2-dc1aacb34210,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1pad.ru,yes,e082814b-2f55-40b9-b670-c2d51f0e9b13,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1pars.ru,no,77bfae1b-8760-4a7f-b432-98fe43b25cc3,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1pars.ru,no,8882961a-0946-4e18-a344-38bbee1fc076,1,1,no,true,no,True,False
REGION_MARKUP,https://1pars.ru,no,95c0811c-b980-4b8d-a24a-95fe9bc05354,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1pars.ru,no,c80c4459-3d7c-4fb8-ac06-9abefbea5275,1,1,no,true,no,True,False
REGION_MARKUP,https://1rbc.com,no,fdc55954-ddcf-4446-b2ae-a3faa31a435e,1,1,yes,false,yes,False,False
REGION_MARKUP,https://1rmc.ru,yes,1abecfe1-47c0-42c7-9d78-4ebdcd70d9ed,1,1,yes,true,yes,True,False
REGION_MARKUP,https://1sm.ru,no,b8c5807b-50a4-489d-8fb5-2f41b94605bc,1,1,no,true,no,True,False
REGION_MARKUP,https://1sm.ru,no,d3702098-0206-44c2-8a44-119a1077cdf4,1,1,no,true,no,True,False
REGION_MARKUP,https://1канц18.рф,no,7310baed-1694-4d9a-9b92-d851a843fbbf,1,1,no,true,no,True,False
REGION_MARKUP,https://1канц18.рф,no,932cf19a-ad69-48b3-bf42-3b3ff4dd60aa,1,1,no,true,no,True,False
REGION_MARKUP,https://2-a.ru,yes,08d14875-06e0-4e2e-b151-c987b7310415,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2-a.ru,yes,2e23a2e0-33d4-4a10-b85b-9dfbffa37de3,1,1,no,false,no,False,False
REGION_MARKUP,https://2-a.ru,yes,de88484b-4184-42c3-81e4-5c6a0b045cc4,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2056305.ru,no,924e73c9-5bc0-4743-b1c6-c5b69a0b2dd7,1,1,no,true,no,True,False
REGION_MARKUP,https://20kva.ru,yes,e3ebb6a7-5f4b-4ea9-9aca-97cf3a252a46,1,1,yes,true,yes,True,False
REGION_MARKUP,https://20kva.ru,yes,f5cc8839-6f40-4139-8d85-865bddec04c0,1,1,yes,true,yes,True,False
REGION_MARKUP,https://20radius.ru,yes,dd1309ac-306f-4745-916c-a54afbf2ef75,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2104545.ru,no,08d14875-06e0-4e2e-b151-c987b7310415,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://2104545.ru,no,ed41a020-1275-4956-a23c-369fb196727c,1,1,yes,false,yes,False,False
REGION_MARKUP,https://21vek-220v.ru,yes,94fe797b-6e7f-443d-a6dc-73e28e267b9e,1,1,yes,true,yes,True,False
REGION_MARKUP,https://21vek-220v.ru,yes,962d470f-36b0-4b05-a84c-d815954c8a93,1,1,yes,true,yes,True,False
REGION_MARKUP,https://21vekplus.ru,no,636424ff-0af4-4f43-9a07-d9c6618a5099,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://21vekplus.ru,no,fe09869e-a9d7-4ade-9938-5a6fc42cd59d,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://220energy.ru,no,6ef7746a-7eab-4301-b842-a13667b620ac,1,1,no,true,no,True,False
REGION_MARKUP,https://220energy.ru,no,f35a1195-c7f0-4912-af3a-b231d29bf325,1,1,no,true,no,True,False
REGION_MARKUP,https://220svet.ru,yes,064cc925-e907-4dd4-a177-4adeb5d03fbb,1,1,yes,true,yes,True,False
REGION_MARKUP,https://220svet.ru,yes,5424fc11-b19d-41e5-a6a5-ee66ac0fef26,1,1,yes,true,yes,True,False
REGION_MARKUP,https://225r.ru,no,97c7b07b-2d8b-4c98-b056-69ed3c400e78,1,1,no,true,no,True,False
REGION_MARKUP,https://225r.ru,no,b3be10c8-8ab6-4487-a219-84cafebd93e4,1,1,no,true,no,True,False
REGION_MARKUP,https://22vkvadrate.ru,no,42e834d9-ba79-4a34-9e8f-05e0dda54514,1,1,no,true,no,True,False
REGION_MARKUP,https://22vkvadrate.ru,no,7e4fafa7-9418-42ab-8ca1-c76ded31afdf,1,1,no,true,no,True,False
REGION_MARKUP,https://22градуса.рф,no,0063ae48-2a7f-4082-8a3e-189f05edc040,1,1,no,true,no,True,False
REGION_MARKUP,https://22градуса.рф,no,d2a25daa-6556-4c4a-9920-24c21f4c6e28,1,1,no,true,no,True,False
REGION_MARKUP,https://23skrepki.ru,no,72f7e369-450b-4fa0-885c-aaf775a7be5d,1,1,yes,false,yes,False,False
REGION_MARKUP,https://23skrepki.ru,no,b2a2355f-437c-4d01-a124-ab06ca2fe6b9,1,1,no,true,no,True,False
REGION_MARKUP,https://24akbspb.ru,no,c7c934ee-6d0d-4c25-b123-e22cb673a126,1,1,no,true,no,True,False
REGION_MARKUP,https://24arei.ru,no,c1f024b9-c88e-437e-941f-26f05f89b3f9,1,1,no,true,no,True,False
REGION_MARKUP,https://24farmacia.ru,no,14eacd5b-5218-431b-9997-46b98fd02526,1,1,no,true,no,True,False
REGION_MARKUP,https://24farmacia.ru,no,d7d3b935-cab0-4b09-9e1f-569946c80640,1,1,no,true,no,True,False
REGION_MARKUP,https://24flo.com,no,4134b0a7-f974-48b3-b0d4-8b9538ebd1f3,1,1,no,true,no,True,False
REGION_MARKUP,https://24flo.com,no,4c8b4c66-5a32-4744-92f0-1394d49bd606,1,1,no,true,no,True,False
REGION_MARKUP,https://24gr.ru,yes,25e7e49e-2799-4c51-8a63-69cabf23f378,1,1,yes,true,yes,True,False
REGION_MARKUP,https://24gr.ru,yes,48248f4c-c437-43f8-8cb7-622aa1a27f8c,1,1,yes,true,yes,True,False
REGION_MARKUP,https://24gr.ru,yes,f35a1195-c7f0-4912-af3a-b231d29bf325,1,1,yes,true,yes,True,False
REGION_MARKUP,https://24kwt.ru,no,878cff29-f762-4fab-9b1f-39fb2c447b93,1,1,no,true,no,True,False
REGION_MARKUP,https://24kwt.ru,no,8882961a-0946-4e18-a344-38bbee1fc076,1,1,no,true,no,True,False
REGION_MARKUP,https://24reshenie.ru,no,305df70d-7ae9-4394-9159-6ee014b0809b,1,1,no,true,no,True,False
REGION_MARKUP,https://24reshenie.ru,no,43d59d4d-f831-4a02-bb54-f81c050a5a6d,1,1,no,true,no,True,False
REGION_MARKUP,https://24rr.ru,no,1f3ea8ac-a140-458d-8b0b-56ff79529a5c,1,1,yes,false,yes,False,False
REGION_MARKUP,https://24shariki.ru,no,b1819399-3318-45a0-8f5c-c878ba86a546,1,1,no,true,no,True,False
REGION_MARKUP,https://24shariki.ru,no,c7024280-8103-4383-b451-5b077a470362,1,1,yes,false,yes,False,False
REGION_MARKUP,https://24smart.ru,no,2daf4b4b-2f4d-4d8d-a531-c6d03c15f43d,1,1,no,true,no,True,False
REGION_MARKUP,https://24smart.ru,no,5ce675d4-9547-483e-9c49-8cd63113464e,1,1,no,true,no,True,False
REGION_MARKUP,https://24weld.ru,yes,42e834d9-ba79-4a34-9e8f-05e0dda54514,1,1,yes,true,yes,True,False
REGION_MARKUP,https://24weld.ru,yes,5a73a5d8-2a5c-4457-a9aa-415373ae1ffd,1,1,not_working,false,not_working,False,False
REGION_MARKUP,https://25gus.ru,yes,92bb48bf-de02-414b-87ef-389b6e413a4f,1,1,yes,true,yes,True,False
REGION_MARKUP,https://27ss.ru,no,bd27e1dc-df58-43c4-87c1-8b5e7a98b341,1,1,yes,false,yes,False,False
REGION_MARKUP,https://27ss.ru,no,ead65a16-e91c-4ae7-9d24-cc24653895be,1,1,no,true,no,True,False
REGION_MARKUP,https://28opt.ru,not_working,afb8bea4-bc97-476f-8e5a-5a75b03cc219,1,1,no,false,no,False,False
REGION_MARKUP,https://28opt.ru,not_working,b7682ce8-5560-48d3-96f4-37a075103b90,1,1,yes,false,yes,False,False
REGION_MARKUP,https://28opt.ru,not_working,f8bdb448-f88d-4e4e-bfed-7aa196ebc742,1,1,yes,false,yes,False,False
REGION_MARKUP,https://28opt.ru,not_working,fe0edb73-9719-48db-a18f-39b4ca209b15,1,1,yes,false,yes,False,False
REGION_MARKUP,https://29vst.ru,no,1fde82d0-325b-4f2e-8aba-62d9cc92c25a,1,1,no,true,no,True,False
REGION_MARKUP,https://2arcu7.ru,yes,fe0edb73-9719-48db-a18f-39b4ca209b15,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2drots.store,yes,50411ef6-a728-4fac-93e4-8483c91bb502,1,1,no,false,no,False,False
REGION_MARKUP,https://2drots.store,yes,8c2704d8-e9b6-405c-a8e5-5870f8201aa7,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2gun.ru,no,47e654bc-4133-42a8-b121-52f6ef76bddc,1,1,no,true,no,True,False
REGION_MARKUP,https://2gun.ru,no,c2db5e96-ca1d-4d71-8c22-1af2c7cabbaa,1,1,no,true,no,True,False
REGION_MARKUP,https://2kartinki.ru,yes,882c0a84-20c1-4c8f-95b2-21349565f8c5,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2kartinki.ru,yes,f35a1195-c7f0-4912-af3a-b231d29bf325,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2klw.ru,yes,1b363257-5b55-4d73-8035-ad7e492b0b8b,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2klw.ru,yes,2ea1b009-a3f9-4d70-8989-6197a7c7d8ce,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2klw.ru,yes,b1819399-3318-45a0-8f5c-c878ba86a546,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2magnita.ru,no,19510ec4-0b73-4276-ab2f-f0f85e94f428,1,1,yes,false,yes,False,False
REGION_MARKUP,https://2mymoods.ru,yes,84748818-d6c0-448b-808f-80846b7eb90c,1,1,yes,true,yes,True,False
REGION_MARKUP,https://2waystore.ru,no,15eea875-5617-43d4-9883-79484340749b,1,1,yes,false,yes,False,False
REGION_MARKUP,https://2waystore.ru,no,7f68bc96-b199-40b0-a014-7bd566d67dd0,1,1,yes,false,yes,False,False
REGION_MARKUP,https://3-05.ru,no,6d640f5f-39c2-41a6-b85e-402691fc6c23,1,1,no,true,no,True,False
REGION_MARKUP,https://3369099.ru,no,2477a90e-4da7-4cbf-b316-8fbdb43d8152,1,1,yes,false,yes,False,False
REGION_MARKUP,https://33krovati.com,yes,13d4f03f-a209-4249-b35b-d5bc04b4fa7f,1,1,yes,true,yes,True,False
REGION_MARKUP,https://33krovati.com,yes,1bcdeaa8-2d56-49b8-b5f7-01e89139dad9,1,1,yes,true,yes,True,False
REGION_MARKUP,https://33krovati.com,yes,5b18871a-9bea-4477-8204-1ce49069a04a,1,1,yes,true,yes,True,False
REGION_MARKUP,https://33krovati.com,yes,633ba397-92b8-4af8-b324-6d4a6da52b73,1,1,yes,true,yes,True,False
REGION_MARKUP,https://33krovati.com,yes,c56976ae-c9c3-4221-859a-288bef18d228,1,1,no,false,no,False,False
REGION_MARKUP,https://33krovati.com,yes,e01c46fc-5a2e-43d5-ab74-4f92acb1e823,1,1,no,false,no,False,False
REGION_MARKUP,https://33shara.ru,no,3ca9145a-b233-48ed-8f06-51b72eceddab,1,1,no,true,no,True,False
REGION_MARKUP,https://33shara.ru,no,73862406-9b66-4105-b754-eb71f5913f36,1,1,no,true,no,True,False
REGION_MARKUP,https://33shini.ru,no,5bf6c3d7-7c22-44c6-929c-bbe0110c5d56,1,1,no,true,no,True,False
